transaction_id,client_id,transaction_amount,transaction_type,transaction_score_from_business_rules,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason,triggered_rules
1705,59,3054,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1706,59,4549,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1707,59,27666,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1708,59,2199,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1710,59,4845,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1711,59,13332,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1712,59,3921,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1713,59,4670,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1714,59,2398,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1715,59,4807,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1717,59,2042,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1725,60,38755,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1729,60,13113,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1730,60,39555,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1739,60,47990,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1741,60,30800,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1743,60,36405,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1745,60,44668,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1746,60,41222,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1763,60,28487,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1765,60,32581,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1769,61,36775,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1792,62,22304,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1803,62,21627,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1805,63,4048,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1806,63,2130,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1808,63,3612,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1809,63,3143,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1810,63,3425,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1811,63,2885,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1812,63,4975,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1813,63,2937,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1814,63,2277,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1815,63,2172,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1816,63,4047,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1817,63,21559,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1818,63,4104,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1819,63,32850,Withdrawal,1.7000000000000002,-1,-0.2660367708785436,85.48,Suspicious,"large_tx_flag, dest_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1820,63,2654,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1821,63,3886,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1822,63,3913,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1824,63,3770,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1825,63,14971,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1826,63,3598,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1827,63,4080,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1828,63,3156,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1829,63,3402,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1830,63,4823,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1831,63,4261,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1832,63,3714,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1833,63,2483,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1834,63,4624,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1835,63,4647,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1841,64,21612,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1849,64,44897,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1850,64,21875,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1853,64,3718,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1876,65,3841,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1883,65,4661,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1889,66,4661,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1890,66,4312,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1891,66,3346,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1892,66,15290,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1893,66,3293,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1894,66,25139,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1896,66,12619,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
1898,66,3770,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1899,66,3598,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1900,66,4670,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1901,66,4545,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1903,66,3079,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1904,66,4802,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1905,66,4541,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1908,66,3481,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1909,66,4571,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1911,66,3555,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1912,66,4094,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1913,66,41617,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1914,66,3080,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1915,66,3611,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1916,66,2269,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
1920,67,44816,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1924,67,34831,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1925,67,19633,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1933,67,31628,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1937,67,23836,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1942,67,44083,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1944,67,12481,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1950,67,3835,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1952,67,36133,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1958,68,21256,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1959,68,45608,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1975,68,2840,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1977,68,4517,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1980,69,27724,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
1988,69,35792,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
1990,69,4767,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
1997,69,4220,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2002,69,32221,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2004,69,46439,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2008,69,33849,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2022,70,42274,Transfer,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2030,71,10367,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2038,71,35786,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2039,71,3756,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2040,71,15970,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2050,71,38696,Withdrawal,2.6,-1,-0.3200951546419447,100.0,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk, very_large_withdrawal_flag","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2070,72,3601,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2075,72,14746,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2082,72,14317,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2088,72,14832,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2090,72,38855,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2092,72,23288,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2098,72,42489,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2100,72,16022,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2106,73,3713,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2108,73,16986,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2109,73,4426,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2110,73,18878,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2111,73,46849,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2112,73,3047,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2114,73,2064,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2115,73,3109,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2116,73,2789,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2117,73,2934,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2118,73,3621,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2119,73,2928,Deposit,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2120,73,3189,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2121,73,4706,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2122,73,3252,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2124,73,2974,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2125,73,3777,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2126,73,2895,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2128,73,35450,Transfer,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2129,73,2689,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2130,73,2951,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2131,73,42456,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2132,73,3243,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2133,73,2089,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2134,73,3912,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2139,74,20343,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2140,74,44138,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2143,74,32039,Investment,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2147,74,44647,Withdrawal,0.8,-1,-0.2056878940088681,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag",High Transaction Amount(0.8)
2148,74,29600,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2151,75,4485,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2152,75,39440,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2153,75,2846,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2154,75,3229,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2155,75,4717,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2156,75,4368,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2157,75,4118,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2159,75,4737,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2161,76,43536,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2170,76,22159,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2172,76,3599,Transfer,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2180,76,46767,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2183,76,32327,Investment,2.6,-1,-0.269784026770844,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2184,76,40938,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2185,76,4166,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2186,77,3247,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2187,77,4614,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2188,77,3596,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2189,77,2595,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2190,77,3221,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2191,77,4926,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2192,77,3739,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2193,77,3720,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2194,77,4435,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2195,77,3839,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2196,77,4175,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2198,77,4708,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2199,77,17493,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2200,77,2956,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2202,78,4628,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2203,78,2395,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2204,78,3587,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2205,78,4170,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2206,78,4123,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2207,78,4308,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2208,78,2710,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2209,78,3002,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2210,78,2331,Withdrawal,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2211,78,2504,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2212,78,2956,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2213,78,3414,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2214,78,4748,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2215,78,13329,Transfer,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2216,78,2797,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2217,78,4196,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2218,78,2290,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2219,78,3208,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2221,78,2048,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2222,78,2885,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2223,78,3408,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2224,78,3920,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2226,78,3734,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2227,78,4209,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2228,78,3766,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2229,78,3478,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2230,78,4142,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2231,78,2032,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2232,78,3194,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2233,78,3011,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2234,78,47262,Deposit,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2235,78,3488,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2236,78,4312,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2237,78,4978,Investment,1.8,-1,-0.1760747184023973,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk","High-Risk Country (Destination)(0.9), Cross-Border to High-Risk Country(0.9)"
2238,78,4426,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2239,78,4087,Deposit,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2240,78,4722,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2241,78,3876,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2245,78,4977,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2246,78,4595,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2247,78,2261,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2248,78,25045,Deposit,0.8,-1,-0.0854493878440246,36.96,Suspicious,large_tx_flag,High Transaction Amount(0.8)
2249,78,3363,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2251,79,4696,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2252,79,3665,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2253,79,2539,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2254,79,4418,Investment,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2255,79,2908,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2256,79,3392,Withdrawal,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
2257,79,26334,Investment,1.7000000000000002,-1,-0.1595776908350086,56.87,Suspicious,"large_tx_flag, dest_high_risk","High Transaction Amount(0.8), High-Risk Country (Destination)(0.9)"
2258,79,3449,Transfer,0.9,1,0.0,14.0,Normal,,High-Risk Country (Destination)(0.9)
