transaction_id,client_id,transaction_amount,transaction_date,transaction_type,status,origin_country,destination_country,name,country,age,kyc_status,customer_type,registration_date,origin_risk_level,origin_aml_score,destination_risk_level,destination_aml_score,document_type,doc_verification_status,doc_upload_date,days_since_transaction,days_since_registration,is_cross_border,cross_border_to_high_risk,ml_anomaly_flag,ml_anomaly_score,ml_risk_score,ml_risk_category,reason
3056,111,3485,2025-07-20,Investment,Completed,Canada,Australia,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,91,Bank Statement,Verified,2025-01-25,85,101,1,0,1,0.05210346042305769,0.0,Normal,None
3057,111,3536,2025-10-12,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,1,101,0,0,1,0.05210346042305769,0.0,Normal,None
3058,111,3781,2025-07-30,Deposit,Pending,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,75,101,0,0,1,0.05210346042305769,0.0,Normal,None
3059,111,4086,2025-08-19,Deposit,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,55,101,0,0,1,0.05210346042305769,0.0,Normal,None
3060,111,2313,2025-10-07,Withdrawal,Completed,Canada,Russia,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,High,50,Bank Statement,Verified,2025-01-25,6,101,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3061,111,3405,2025-07-24,Deposit,Completed,Canada,Russia,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,High,50,Bank Statement,Verified,2025-01-25,81,101,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3062,111,2565,2025-08-20,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,54,101,0,0,1,0.05210346042305769,0.0,Normal,None
3063,111,4698,2025-09-22,Deposit,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,21,101,0,0,1,0.05210346042305769,0.0,Normal,None
3064,111,2078,2025-10-03,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,10,101,0,0,1,0.05210346042305769,0.0,Normal,None
3065,111,2058,2025-10-13,Investment,Completed,Canada,Germany,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,94,Bank Statement,Verified,2025-01-25,0,101,1,0,1,0.05210346042305769,0.0,Normal,None
3066,111,4756,2025-08-12,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,62,101,0,0,1,0.05210346042305769,0.0,Normal,None
3067,111,3830,2025-09-18,Transfer,Failed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,25,101,0,0,1,0.05210346042305769,0.0,Normal,None
3068,111,18129,2025-07-29,Deposit,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,76,101,0,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
3069,111,2167,2025-08-09,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,65,101,0,0,1,0.05210346042305769,0.0,Normal,None
3070,111,2736,2025-07-17,Investment,Pending,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,88,101,0,0,1,0.05210346042305769,0.0,Normal,None
3071,111,3377,2025-07-27,Transfer,Completed,Canada,Russia,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,High,50,Bank Statement,Verified,2025-01-25,78,101,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3072,111,2059,2025-09-19,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,24,101,0,0,1,0.05210346042305769,0.0,Normal,None
3073,111,2020,2025-09-05,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,38,101,0,0,1,0.05210346042305769,0.0,Normal,None
3074,111,4956,2025-10-03,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,10,101,0,0,1,0.05210346042305769,0.0,Normal,None
3075,111,2975,2025-08-21,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,53,101,0,0,1,0.05210346042305769,0.0,Normal,None
3076,111,2502,2025-09-12,Deposit,Pending,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,31,101,0,0,1,0.05210346042305769,0.0,Normal,None
3077,111,24876,2025-09-10,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,33,101,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
3078,111,2601,2025-10-08,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,5,101,0,0,1,0.05210346042305769,0.0,Normal,None
3079,111,4957,2025-07-25,Transfer,Completed,Canada,Nigeria,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,High,45,Bank Statement,Verified,2025-01-25,80,101,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3080,111,2342,2025-08-20,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,54,101,0,0,1,0.05210346042305769,0.0,Normal,None
3081,111,2486,2025-08-27,Deposit,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,47,101,0,0,1,0.05210346042305769,0.0,Normal,None
3082,111,3451,2025-10-02,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,11,101,0,0,1,0.05210346042305769,0.0,Normal,None
3083,111,34785,2025-09-09,Investment,Completed,Canada,USA,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,95,Bank Statement,Verified,2025-01-25,34,101,1,0,-1,-0.08544938784402462,36.96,Suspicious,large_tx_flag
3084,111,2713,2025-08-19,Withdrawal,Completed,Canada,Germany,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,94,Bank Statement,Verified,2025-01-25,55,101,1,0,1,0.05210346042305769,0.0,Normal,None
3085,111,4885,2025-09-06,Deposit,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,37,101,0,0,1,0.05210346042305769,0.0,Normal,None
3086,111,2808,2025-10-05,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,8,101,0,0,1,0.05210346042305769,0.0,Normal,None
3087,111,2577,2025-09-19,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,24,101,0,0,1,0.05210346042305769,0.0,Normal,None
3088,111,2522,2025-09-12,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,31,101,0,0,1,0.05210346042305769,0.0,Normal,None
3089,111,4877,2025-09-20,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,23,101,0,0,1,0.05210346042305769,0.0,Normal,None
3090,111,4135,2025-08-25,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,49,101,0,0,1,0.05210346042305769,0.0,Normal,None
3091,111,3929,2025-10-08,Investment,Completed,Canada,UK,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,92,Bank Statement,Verified,2025-01-25,5,101,1,0,1,0.05210346042305769,0.0,Normal,None
3092,111,4413,2025-08-07,Transfer,Pending,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,67,101,0,0,1,0.05210346042305769,0.0,Normal,None
3093,111,4574,2025-08-04,Withdrawal,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,70,101,0,0,1,0.05210346042305769,0.0,Normal,None
3094,111,2920,2025-07-19,Investment,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,86,101,0,0,1,0.05210346042305769,0.0,Normal,None
3095,111,2132,2025-08-08,Withdrawal,Completed,Canada,Switzerland,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Medium,80,Bank Statement,Verified,2025-01-25,66,101,1,0,1,0.05210346042305769,0.0,Normal,None
3096,111,3566,2025-08-30,Transfer,Completed,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,44,101,0,0,1,0.05210346042305769,0.0,Normal,None
3097,111,3840,2025-07-28,Investment,Pending,Canada,Canada,Client_111,Canada,38,Verified,Corporate,2025-07-04,Low,93,Low,93,Bank Statement,Verified,2025-01-25,77,101,0,0,1,0.05210346042305769,0.0,Normal,None
3098,112,2879,2025-10-13,Transfer,Completed,USA,USA,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,Low,95,Utility Bill,Failed,2024-10-14,0,6,0,0,1,0.05210346042305769,0.0,Normal,None
3099,112,3745,2025-07-23,Withdrawal,Completed,USA,USA,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,Low,95,Utility Bill,Failed,2024-10-14,82,6,0,0,1,0.05210346042305769,0.0,Normal,None
3100,112,2468,2025-10-04,Withdrawal,Completed,USA,USA,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,Low,95,Utility Bill,Failed,2024-10-14,9,6,0,0,1,0.05210346042305769,0.0,Normal,None
3101,112,3300,2025-09-26,Withdrawal,Completed,USA,USA,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,Low,95,Utility Bill,Failed,2024-10-14,17,6,0,0,1,0.05210346042305769,0.0,Normal,None
3102,112,3407,2025-10-01,Withdrawal,Pending,USA,Russia,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,High,50,Utility Bill,Failed,2024-10-14,12,6,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3103,112,2217,2025-07-24,Deposit,Completed,USA,Canada,Client_112,USA,43,Under Review,Individual,2025-10-07,Low,95,Low,93,Utility Bill,Failed,2024-10-14,81,6,1,0,1,0.05210346042305769,0.0,Normal,None
3104,113,4761,2025-10-12,Deposit,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,1,180,0,0,1,0.05210346042305769,0.0,Normal,None
3105,113,4585,2025-10-07,Withdrawal,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,6,180,0,0,1,0.05210346042305769,0.0,Normal,None
3106,113,4784,2025-09-23,Withdrawal,Completed,China,Russia,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,High,50,Bank Statement,Verified,2024-10-29,20,180,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3107,113,4413,2025-08-19,Deposit,Failed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,55,180,0,0,1,0.05210346042305769,0.0,Normal,None
3108,113,3485,2025-08-16,Deposit,Completed,China,Nigeria,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,High,45,Bank Statement,Verified,2024-10-29,58,180,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3109,113,2074,2025-08-08,Investment,Completed,China,USA,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Low,95,Bank Statement,Verified,2024-10-29,66,180,1,0,1,0.05210346042305769,0.0,Normal,None
3110,113,2635,2025-07-29,Withdrawal,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,76,180,0,0,1,0.05210346042305769,0.0,Normal,None
3111,113,3516,2025-10-05,Deposit,Completed,China,Russia,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,High,50,Bank Statement,Verified,2024-10-29,8,180,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3112,113,4994,2025-08-29,Investment,Failed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,45,180,0,0,1,0.05210346042305769,0.0,Normal,None
3113,113,4857,2025-08-11,Investment,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,63,180,0,0,1,0.05210346042305769,0.0,Normal,None
3114,113,37885,2025-08-04,Withdrawal,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,70,180,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
3115,113,4863,2025-09-17,Deposit,Failed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,26,180,0,0,1,0.05210346042305769,0.0,Normal,None
3116,113,4276,2025-09-06,Deposit,Completed,China,USA,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Low,95,Bank Statement,Verified,2024-10-29,37,180,1,0,1,0.05210346042305769,0.0,Normal,None
3117,113,20062,2025-08-14,Withdrawal,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,60,180,0,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
3118,113,4876,2025-10-11,Withdrawal,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,2,180,0,0,1,0.05210346042305769,0.0,Normal,None
3119,113,4952,2025-10-12,Transfer,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,1,180,0,0,1,0.05210346042305769,0.0,Normal,None
3120,113,3492,2025-09-07,Investment,Completed,China,USA,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Low,95,Bank Statement,Verified,2024-10-29,36,180,1,0,1,0.05210346042305769,0.0,Normal,None
3121,113,3441,2025-09-24,Transfer,Completed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,19,180,0,0,1,0.05210346042305769,0.0,Normal,None
3122,113,4052,2025-07-17,Transfer,Failed,China,China,Client_113,China,67,Verified,Individual,2025-04-16,Medium,65,Medium,65,Bank Statement,Verified,2024-10-29,88,180,0,0,1,0.05210346042305769,0.0,Normal,None
3123,114,4160,2025-07-27,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,78,282,0,0,1,0.0,14.0,Normal,None
3124,114,2442,2025-10-10,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,3,282,0,0,1,0.0,14.0,Normal,None
3125,114,4523,2025-07-18,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,87,282,0,0,1,0.0,14.0,Normal,None
3126,114,3874,2025-09-02,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,41,282,0,0,1,0.0,14.0,Normal,None
3127,114,2418,2025-09-29,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,14,282,0,0,1,0.0,14.0,Normal,None
3128,114,3851,2025-08-15,Investment,Completed,Nigeria,Germany,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,Low,94,ID Card,Verified,2025-08-28,59,282,1,0,1,0.05210346042305769,0.0,Normal,None
3129,114,2175,2025-10-11,Investment,Completed,Nigeria,Germany,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,Low,94,ID Card,Verified,2025-08-28,2,282,1,0,1,0.05210346042305769,0.0,Normal,None
3130,114,3802,2025-09-06,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,37,282,0,0,1,0.0,14.0,Normal,None
3131,114,2032,2025-07-25,Transfer,Completed,Nigeria,UK,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,Low,92,ID Card,Verified,2025-08-28,80,282,1,0,1,0.05210346042305769,0.0,Normal,None
3132,114,3045,2025-07-26,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,79,282,0,0,1,0.0,14.0,Normal,None
3133,114,32526,2025-07-27,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,78,282,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
3134,114,31595,2025-08-28,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,46,282,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
3135,114,2866,2025-08-12,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,62,282,0,0,1,0.0,14.0,Normal,None
3136,114,4946,2025-08-04,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,70,282,0,0,1,0.0,14.0,Normal,None
3137,114,2382,2025-07-27,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,78,282,0,0,1,0.0,14.0,Normal,None
3138,114,2962,2025-07-27,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,78,282,0,0,1,0.0,14.0,Normal,None
3139,114,3980,2025-08-19,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,55,282,0,0,1,0.0,14.0,Normal,None
3140,114,4601,2025-07-18,Deposit,Completed,Nigeria,Switzerland,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,Medium,80,ID Card,Verified,2025-08-28,87,282,1,0,1,0.05210346042305769,0.0,Normal,None
3141,114,2125,2025-09-27,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,16,282,0,0,1,0.0,14.0,Normal,None
3142,114,2023,2025-08-22,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,52,282,0,0,1,0.0,14.0,Normal,None
3143,114,2346,2025-10-07,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,6,282,0,0,1,0.0,14.0,Normal,None
3144,114,4579,2025-07-22,Investment,Completed,Nigeria,Switzerland,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,Medium,80,ID Card,Verified,2025-08-28,83,282,1,0,1,0.05210346042305769,0.0,Normal,None
3145,114,2077,2025-07-25,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,80,282,0,0,1,0.0,14.0,Normal,None
3146,114,4104,2025-08-03,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,71,282,0,0,1,0.0,14.0,Normal,None
3147,114,4408,2025-08-29,Withdrawal,Pending,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,45,282,0,0,1,0.0,14.0,Normal,None
3148,114,3387,2025-09-19,Transfer,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,24,282,0,0,1,0.0,14.0,Normal,None
3149,114,3889,2025-07-19,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,86,282,0,0,1,0.0,14.0,Normal,None
3150,114,3917,2025-09-06,Deposit,Pending,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,37,282,0,0,1,0.0,14.0,Normal,None
3151,114,3920,2025-07-26,Withdrawal,Failed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,79,282,0,0,1,0.0,14.0,Normal,None
3152,114,2810,2025-08-27,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,47,282,0,0,1,0.0,14.0,Normal,None
3153,114,3184,2025-08-09,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,65,282,0,0,1,0.0,14.0,Normal,None
3154,114,4674,2025-09-11,Deposit,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,32,282,0,0,1,0.0,14.0,Normal,None
3155,114,41745,2025-09-02,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,41,282,0,0,-1,-0.15957769083500867,56.87,Suspicious,"large_tx_flag, dest_high_risk"
3156,114,2795,2025-08-23,Withdrawal,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,51,282,0,0,1,0.0,14.0,Normal,None
3157,114,4142,2025-09-07,Investment,Completed,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,36,282,0,0,1,0.0,14.0,Normal,None
3158,114,4678,2025-10-07,Investment,Pending,Nigeria,Russia,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,50,ID Card,Verified,2025-08-28,6,282,1,1,-1,-0.17607471840239736,61.31,Suspicious,"dest_high_risk, cross_border_to_high_risk"
3159,114,4798,2025-07-21,Withdrawal,Pending,Nigeria,Nigeria,Client_114,Nigeria,72,Verified,Business,2025-01-04,High,45,High,45,ID Card,Verified,2025-08-28,84,282,0,0,1,0.0,14.0,Normal,None
3160,115,3201,2025-09-26,Deposit,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,17,320,0,0,1,0.0,14.0,Normal,None
3161,115,2124,2025-09-04,Transfer,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,39,320,0,0,1,0.0,14.0,Normal,None
3162,115,3655,2025-08-01,Deposit,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,73,320,0,0,1,0.0,14.0,Normal,None
3163,115,2686,2025-09-04,Withdrawal,Pending,Nigeria,Australia,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,Low,91,Utility Bill,Verified,2024-10-24,39,320,1,0,1,0.05210346042305769,0.0,Normal,None
3164,115,2570,2025-10-09,Transfer,Pending,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,4,320,0,0,1,0.0,14.0,Normal,None
3165,115,4140,2025-07-30,Transfer,Completed,Nigeria,Germany,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,Low,94,Utility Bill,Verified,2024-10-24,75,320,1,0,1,0.05210346042305769,0.0,Normal,None
3166,115,2074,2025-09-16,Investment,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,27,320,0,0,1,0.0,14.0,Normal,None
3167,115,2449,2025-07-30,Transfer,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,75,320,0,0,1,0.0,14.0,Normal,None
3168,115,3254,2025-07-23,Withdrawal,Completed,Nigeria,Canada,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,Low,93,Utility Bill,Verified,2024-10-24,82,320,1,0,1,0.05210346042305769,0.0,Normal,None
3169,115,32038,2025-08-09,Deposit,Completed,Nigeria,Russia,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,50,Utility Bill,Verified,2024-10-24,65,320,1,1,-1,-0.26978402677084407,86.48,Suspicious,"large_tx_flag, dest_high_risk, cross_border_to_high_risk"
3170,115,2462,2025-09-01,Deposit,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,42,320,0,0,1,0.0,14.0,Normal,None
3171,115,4455,2025-08-16,Transfer,Completed,Nigeria,Nigeria,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,High,45,Utility Bill,Verified,2024-10-24,58,320,0,0,1,0.0,14.0,Normal,None
3172,115,43026,2025-09-11,Withdrawal,Pending,Nigeria,Canada,Client_115,Nigeria,31,Verified,Corporate,2024-11-27,High,45,Low,93,Utility Bill,Verified,2024-10-24,32,320,1,0,-1,-0.20568789400886817,69.26,Suspicious,"large_tx_flag, very_large_withdrawal_flag"
